,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,car_maker
9109, 5 Series,2018,Automatic,40820,Petrol,145,39.2,3.0,bmw
4159, A3,2017,Manual,29994,Diesel,145,65.7,2.0,audi
3698, GLA Class,2016,Semi-Auto,41325,Diesel,125,56.5,2.1,mercedes
8718, Polo,2019,Manual,5000,Petrol,145,48.7,1.0,vw
12891, Up,2015,Manual,12877,Petrol,20,62.8,1.0,vw
2158, Fiesta,2016,Manual,42000,Petrol,20,62.8,1.0,ford
6014, GLA Class,2019,Semi-Auto,3012,Petrol,145,37.2,1.6,mercedes
7847, Polo,2019,Manual,5017,Petrol,145,52.3,1.0,vw
11810, SLK,2001,Automatic,42087,Petrol,325,30.0,2.3,mercedes
6278, Focus,2019,Manual,2903,Petrol,145,34.5,2.3,ford
4279, 4 Series,2016,Semi-Auto,17117,Diesel,160,52.3,3.0,bmw
1424, 4 Series,2016,Semi-Auto,21660,Petrol,160,45.6,2.0,bmw
8685, Fiesta,2018,Manual,8156,Petrol,145,65.7,1.0,ford
3492, Auris,2017,Automatic,23418,Hybrid,0,78.5,1.8,toyota
2705, Yaris,2016,Automatic,15659,Other,0,78.0,1.5,toyota
5060, Fiesta,2015,Manual,22592,Petrol,125,54.3,1.2,ford
5237, Focus,2019,Manual,6810,Petrol,145,60.1,1.0,ford
10336, Focus,2019,Manual,1617,Petrol,145,34.5,2.3,ford
714, Q5,2019,Automatic,7093,Diesel,145,38.2,2.0,audi
2656, Octavia,2019,Semi-Auto,5717,Petrol,150,36.7,2.0,skoda
7668, Q3,2020,Manual,1500,Petrol,145,40.9,0.0,audi
9832, A Class,2015,Manual,26000,Diesel,20,70.6,1.5,mercedes
2583, C Class,2019,Semi-Auto,4511,Diesel,145,64.2,2.0,mercedes
13898, Arteon,2018,Semi-Auto,27715,Petrol,145,38.7,2.0,vw
15053, Kuga,2017,Manual,47922,Diesel,30,64.2,1.5,ford
12001, Sharan,2016,Manual,25310,Diesel,125,56.5,2.0,vw
11149, E Class,2016,Automatic,99100,Diesel,125,60.1,2.1,mercedes
4194, Aygo,2019,Semi-Auto,3868,Petrol,150,56.5,1.0,toyota
9715, 2 Series,2015,Automatic,24322,Petrol,125,50.4,2.0,bmw
2754, Yaris,2016,Manual,20800,Petrol,30,58.0,1.3,toyota
7176, E Class,2019,Semi-Auto,14145,Diesel,145,72.4,2.0,mercedes
5651, Fabia,2018,Manual,3657,Petrol,145,57.7,1.0,skoda
6825, X4,2015,Semi-Auto,8732,Diesel,205,47.9,3.0,bmw
3262, Golf,2020,Semi-Auto,3546,Petrol,150,44.1,1.5,vw
6421, Avensis,2016,Manual,7800,Diesel,30,62.8,2.0,toyota
11694, Tiguan,2018,Automatic,15261,Petrol,145,40.4,1.4,vw
6586, Fiesta,2018,Manual,20591,Petrol,145,65.7,1.0,ford
7045, Focus,2016,Manual,90007,Diesel,0,74.3,1.5,ford
10678, Tiguan,2017,Semi-Auto,19334,Diesel,160,49.6,2.0,vw
14979, Fiesta,2019,Manual,7126,Petrol,145,62.8,1.0,ford
8431, C Class,2019,Semi-Auto,14251,Petrol,145,46.3,1.5,mercedes
8495, A4,2019,Automatic,2541,Diesel,145,39.2,3.0,audi
115, Corolla,2019,Automatic,9781,Hybrid,135,72.4,2.0,toyota
1186, 4 Series,2016,Semi-Auto,21972,Diesel,30,65.7,2.0,bmw
6063, Kuga,2019,Manual,4178,Petrol,145,35.3,1.5,ford
244, Fiesta,2019,Manual,3265,Petrol,145,58.9,1.0,ford
957, Focus,2018,Manual,10051,Petrol,145,60.1,1.0,ford
35, Mondeo,2019,Manual,24,Diesel,145,65.7,2.0,ford
9326, Polo,2019,Semi-Auto,2500,Petrol,150,39.8,2.0,vw
4402, Aygo,2017,Manual,6628,Petrol,0,68.9,1.0,toyota
12355, EcoSport,2017,Semi-Auto,31155,Petrol,150,44.8,1.5,ford
6178, Prius,2015,Automatic,46230,Hybrid,10,64.2,1.8,toyota
7979, A4,2016,Manual,70000,Diesel,20,70.6,2.0,audi
8273, Polo,2017,Manual,20273,Petrol,150,60.1,1.2,vw
16794, Fiesta,2011,Manual,76648,Petrol,145,47.9,1.6,ford
8399, Polo,2017,Manual,20005,Petrol,150,60.1,1.0,vw
12942, GLE Class,2016,Automatic,39739,Diesel,305,39.2,3.0,mercedes
8110, Polo,2019,Manual,9998,Petrol,150,48.7,1.0,vw
14698, Fiesta,2018,Manual,30555,Diesel,145,58.9,1.5,ford
11563, Fiesta,2019,Manual,10735,Petrol,145,58.9,1.0,ford
2070, Yaris,2015,Manual,15636,Petrol,30,55.0,1.3,toyota
376, A5,2020,Semi-Auto,7532,Petrol,145,39.2,2.0,audi
6848, X4,2017,Semi-Auto,25350,Diesel,200,47.9,3.0,bmw
3244, Q3,2017,Manual,37151,Petrol,145,51.4,1.4,audi
11156, Tiguan,2017,Manual,29681,Diesel,145,50.4,2.0,vw
648, X5,2016,Automatic,14626,Diesel,235,42.8,3.0,bmw
6171, Passat,2019,Semi-Auto,5022,Hybrid,135,41.5,1.4,vw
8787, Polo,2017,Manual,24400,Petrol,145,60.1,1.2,vw
2999, Auris,2016,Manual,19300,Petrol,30,58.9,1.2,toyota
15303, C-MAX,2017,Manual,54797,Diesel,20,68.9,1.5,ford
10460, CLS Class,2015,Automatic,23446,Diesel,125,57.7,2.1,mercedes
4057, Aygo,2016,Manual,9601,Petrol,0,69.0,1.0,toyota
166, T-Roc,2018,Manual,21800,Petrol,145,53.3,1.5,vw
1453, Golf,2020,Semi-Auto,15,Diesel,150,53.3,2.0,vw
4615, Q3,2017,Semi-Auto,35035,Diesel,145,55.4,2.0,audi
5538, 2 Series,2019,Automatic,10500,Diesel,145,51.4,2.0,bmw
5057, Golf,2020,Manual,10,Petrol,145,49.6,1.5,vw
5362, Superb,2017,Automatic,12129,Diesel,145,58.9,2.0,skoda
1819, Yeti Outdoor,2017,Manual,10441,Diesel,150,62.8,2.0,skoda
5648, X1,2017,Automatic,19090,Diesel,145,65.7,2.0,bmw
7128, R8,2019,Automatic,3000,Petrol,145,21.4,5.2,audi
5389, GLA Class,2014,Semi-Auto,21729,Diesel,30,62.8,2.1,mercedes
2682, Golf,2018,Semi-Auto,19687,Diesel,145,45.6,1.6,vw
8189, E Class,2019,Semi-Auto,1145,Petrol,145,32.1,3.0,mercedes
12374, Up,2017,Manual,20775,Petrol,20,64.2,1.0,vw
14420, Touran,2014,Manual,13997,Diesel,125,61.4,1.6,vw
4056, Aygo,2018,Manual,18781,Petrol,150,69.0,1.0,toyota
7797, Focus,2019,Manual,7373,Petrol,145,58.9,1.0,ford
2819, Yaris,2017,Automatic,17970,Hybrid,0,78.0,1.5,toyota
4552, Octavia,2017,Semi-Auto,22669,Diesel,145,61.4,2.0,skoda
14428, Touran,2019,Manual,9296,Diesel,145,51.4,1.6,vw
117, Corolla,2019,Manual,12000,Petrol,145,39.2,1.2,toyota
12373, Ka+,2016,Manual,23493,Petrol,30,57.7,1.2,ford
8763, Focus,2019,Manual,9742,Petrol,145,60.1,1.0,ford
6407, Passat,2017,Automatic,24294,Diesel,145,62.8,2.0,vw
12723, GLE Class,2016,Automatic,42102,Diesel,305,39.2,3.0,mercedes
4614, X4,2020,Semi-Auto,11,Diesel,145,37.2,3.0,bmw
6756, T-Cross,2019,Automatic,2000,Petrol,145,45.6,1.0,vw
1537, Yaris,2015,Automatic,76517,Hybrid,0,78.0,1.5,toyota
7512, EcoSport,2019,Manual,6513,Petrol,150,51.4,1.0,ford
4632, Golf,2016,Manual,9720,Petrol,30,53.3,1.4,vw
10161, Tiguan,2018,Semi-Auto,15318,Petrol,145,38.2,2.0,vw
11170, Tiguan,2017,Semi-Auto,29535,Petrol,145,38.2,2.0,vw
11499, E Class,2018,Automatic,33059,Diesel,145,65.7,2.0,mercedes
8868, Focus,2019,Manual,6330,Petrol,145,60.1,1.0,ford
9878, Polo,2017,Manual,34987,Petrol,150,60.1,1.2,vw
10278, A1,2016,Manual,24426,Diesel,0,76.3,1.6,audi
9238, A3,2015,Manual,103370,Petrol,20,60.1,1.4,audi
3502, Auris,2013,Manual,54968,Diesel,20,72.4,1.4,toyota
3361, EcoSport,2016,Manual,40000,Diesel,30,64.2,1.5,ford
632, V Class,2020,Semi-Auto,2859,Diesel,145,36.2,2.0,mercedes
3854, A5,2019,Semi-Auto,8053,Diesel,150,44.8,2.0,audi
1960, Yaris,2016,Automatic,22894,Petrol,30,58.0,1.3,toyota
1999, Yaris,2017,Manual,14150,Petrol,145,56.5,1.5,toyota
3029, 2 Series,2018,Semi-Auto,4172,Petrol,145,47.9,2.0,bmw
4070, Golf,2019,Semi-Auto,15350,Petrol,145,44.8,1.0,vw
14952, Shuttle,2018,Manual,19712,Diesel,150,47.1,2.0,vw
1466, Fabia,2017,Manual,20506,Petrol,145,60.1,1.2,skoda
12444, A Class,2017,Automatic,7273,Petrol,145,53.3,1.6,mercedes
1984, Fabia,2016,Semi-Auto,14561,Petrol,20,60.1,1.2,skoda
7593, 3 Series,2013,Automatic,76000,Diesel,125,58.9,2.0,bmw
16907, Fiesta,2004,Manual,74000,Petrol,160,45.6,1.2,ford
13039, GL Class,2016,Automatic,18091,Diesel,330,36.2,3.0,mercedes
543, RAV4,2017,Manual,11556,Diesel,125,60.1,2.0,toyota
13450, Kuga,2019,Automatic,10563,Petrol,145,31.0,1.5,ford
12707, Up,2015,Manual,19200,Petrol,20,62.8,1.0,vw
911, 2 Series,2018,Semi-Auto,1749,Diesel,145,47.1,2.0,bmw
3717, Aygo,2018,Manual,18410,Petrol,150,68.9,1.0,toyota
1024, 3 Series,2019,Semi-Auto,11249,Diesel,150,52.3,2.0,bmw
6656, Fiesta,2018,Manual,17818,Petrol,145,55.4,1.1,ford
921, Focus,2019,Manual,15888,Petrol,145,60.1,1.0,ford
1974, Golf,2019,Semi-Auto,6565,Petrol,145,32.8,2.0,vw
1006, Fiesta,2016,Manual,20447,Petrol,125,54.3,1.2,ford
8093, Fiesta,2018,Manual,9430,Petrol,145,64.2,1.1,ford
7283, A3,2017,Semi-Auto,13755,Petrol,145,57.6,1.4,audi
9381, GLE Class,2019,Automatic,2005,Diesel,145,32.5,3.0,mercedes
6837, GLA Class,2016,Manual,47965,Diesel,20,67.3,2.1,mercedes
12418, GLA Class,2017,Automatic,27213,Diesel,150,56.5,2.1,mercedes
2894, Golf,2019,Manual,7678,Petrol,145,47.1,1.5,vw
3750, A4,2017,Manual,18633,Petrol,145,52.3,1.4,audi
1435, E Class,2016,Semi-Auto,25783,Diesel,20,67.3,2.0,mercedes
6445, Fiesta,2018,Manual,25251,Petrol,145,65.7,1.0,ford
10216, A3,2012,Semi-Auto,56000,Petrol,125,50.4,1.8,audi
14995, Jetta,2018,Manual,11749,Diesel,145,70.6,2.0,vw
1757, C Class,2018,Automatic,14467,Diesel,145,61.4,2.1,mercedes
7447, A3,2016,Manual,31254,Petrol,30,58.9,1.4,audi
7425, X1,2016,Manual,20737,Diesel,125,60.1,2.0,bmw
3778, Kuga,2019,Manual,14375,Diesel,145,47.9,2.0,ford
8142, B-MAX,2017,Manual,22677,Petrol,145,57.7,1.0,ford
2567, Golf,2018,Manual,18562,Diesel,145,57.7,1.6,vw
1600, A Class,2015,Automatic,20275,Petrol,125,53.3,1.6,mercedes
141, Focus,2018,Manual,9781,Petrol,145,60.1,1.0,ford
9291, Fiesta,2017,Manual,25710,Petrol,20,62.8,1.0,ford
9112, Focus,2019,Manual,3250,Petrol,145,60.1,1.0,ford
4798, Kodiaq,2019,Automatic,13627,Petrol,145,34.0,1.5,skoda
5398, 1 Series,2019,Manual,8004,Petrol,150,53.3,1.5,bmw
8375, Fiesta,2017,Manual,24024,Petrol,145,65.7,1.0,ford
8758, Polo,2018,Manual,9711,Petrol,150,52.3,1.0,vw
8845, Polo,2019,Manual,7150,Petrol,150,49.6,1.0,vw
14546, Golf SV,2016,Manual,46021,Diesel,0,72.4,1.6,vw
8814, Ka+,2018,Manual,2618,Petrol,145,43.5,1.2,ford
795, Golf,2019,Manual,10130,Petrol,145,49.6,1.0,vw
289, GLC Class,2018,Semi-Auto,7220,Diesel,145,56.5,2.1,mercedes
992, Golf,2020,Semi-Auto,407,Petrol,145,45.6,1.5,vw
13520, Touareg,2019,Semi-Auto,8672,Diesel,145,34.5,3.0,vw
13189, Kuga,2019,Automatic,2579,Petrol,145,28.8,1.5,ford
10294, S Class,2016,Automatic,54318,Diesel,200,47.9,3.0,mercedes
6043, A4,2018,Semi-Auto,8684,Petrol,145,50.4,1.4,audi
5396, B-MAX,2013,Semi-Auto,55404,Petrol,160,44.1,1.6,ford
673, Fabia,2017,Manual,16246,Petrol,20,60.1,1.2,skoda
5603, Citigo,2018,Manual,2314,Petrol,145,67.3,1.0,skoda
6730, A Class,2016,Semi-Auto,42958,Diesel,20,67.3,2.1,mercedes
366, RAV4,2016,Manual,49097,Diesel,125,60.1,2.0,toyota
918, Golf,2017,Manual,21466,Diesel,145,60.1,2.0,vw
4281, 5 Series,2020,Semi-Auto,1175,Diesel,145,62.8,2.0,bmw
4055, Aygo,2016,Manual,9674,Petrol,0,69.0,1.0,toyota
4787, 5 Series,2015,Manual,73227,Diesel,125,61.4,2.0,bmw
6906, X7,2019,Semi-Auto,17561,Petrol,145,24.8,3.0,bmw
13170, Scirocco,2010,Manual,61000,Diesel,145,55.4,2.0,vw
4380, Aygo,2017,Manual,19967,Petrol,0,69.0,1.0,toyota
5088, Fiesta,2017,Manual,20346,Petrol,125,54.3,1.2,ford
12590, Up,2016,Manual,32939,Petrol,20,64.2,1.0,vw
2039, Yaris,2017,Automatic,23802,Hybrid,0,86.0,1.5,toyota
13471, Caravelle,2012,Automatic,102000,Diesel,315,34.4,2.0,vw
1539, Golf,2016,Manual,14794,Diesel,0,74.3,1.6,vw
8916, A3,2012,Manual,63945,Diesel,20,68.9,2.0,audi
474, T-Roc,2019,Manual,3325,Petrol,145,42.2,1.5,vw
6361, E Class,2016,Semi-Auto,32000,Diesel,30,61.4,2.0,mercedes
4526, Q2,2019,Manual,7235,Diesel,145,47.9,1.6,audi
9360, 5 Series,2016,Automatic,33740,Diesel,30,65.7,2.0,bmw
11284, C Class,2015,Automatic,24352,Diesel,20,68.9,2.1,mercedes
13729, Kuga,2019,Automatic,12564,Petrol,145,31.0,1.5,ford
1776, X1,2019,Manual,7113,Petrol,145,51.4,1.5,bmw
2798, Kodiaq,2017,Automatic,21085,Petrol,145,44.8,1.4,skoda
4919, Octavia,2019,Semi-Auto,13855,Petrol,145,61.4,1.0,skoda
12291, Up,2019,Manual,4000,Petrol,145,54.3,1.0,vw
16226, Focus,2019,Automatic,10677,Petrol,145,41.5,1.0,ford
12023, C Class,2018,Automatic,19825,Diesel,145,67.3,2.1,mercedes
4062, A1,2019,Semi-Auto,3733,Petrol,145,40.9,2.0,audi
13033, Fiesta,2017,Manual,23564,Petrol,145,64.2,1.1,ford
140, Superb,2017,Semi-Auto,33571,Diesel,145,70.6,1.6,skoda
5690, Fabia,2017,Automatic,13958,Petrol,20,60.1,1.2,skoda
15381, Focus,2016,Manual,24121,Petrol,20,61.4,1.0,ford
3203, Octavia,2017,Semi-Auto,36955,Petrol,30,56.5,1.4,skoda
6157, E Class,2019,Semi-Auto,14943,Diesel,145,58.9,2.0,mercedes
3994, X5,2019,Automatic,6277,Diesel,145,37.7,3.0,bmw
824, Q3,2016,Semi-Auto,32968,Diesel,160,50.4,2.0,audi
6265, Fiesta,2019,Manual,1100,Petrol,145,58.9,1.0,ford
827, Golf,2013,Manual,52682,Petrol,30,57.6,1.2,vw
6578, S Class,2019,Semi-Auto,1000,Diesel,145,52.3,3.0,mercedes
5184, C Class,2019,Semi-Auto,1854,Petrol,145,46.3,1.5,mercedes
2787, Golf,2019,Manual,3000,Petrol,145,47.1,1.5,vw
4535, Karoq,2019,Automatic,1303,Petrol,145,50.4,1.5,skoda
3216, Golf,2020,Manual,100,Diesel,145,57.7,1.6,vw
8492, 5 Series,2014,Automatic,60389,Diesel,145,55.4,2.0,bmw
1192, Yaris,2014,Manual,19569,Petrol,125,52.3,1.3,toyota
3966, A1,2019,Semi-Auto,550,Petrol,145,44.1,1.0,audi
4098, A1,2019,Semi-Auto,4500,Petrol,145,40.9,2.0,audi
5763, Karoq,2018,Automatic,16117,Diesel,150,64.2,1.6,skoda
389, 5 Series,2013,Semi-Auto,83380,Diesel,125,57.6,2.0,bmw
4766, Q3,2019,Automatic,6000,Diesel,145,47.1,2.0,audi
6785, EcoSport,2017,Manual,11119,Petrol,150,52.3,1.0,ford
7117, A3,2019,Manual,5000,Petrol,145,46.3,1.0,audi
5340, Q7,2019,Automatic,9000,Diesel,145,33.2,3.0,audi
3527, Auris,2013,Manual,27148,Petrol,125,51.4,1.3,toyota
12853, Fiesta,2019,Manual,6020,Petrol,150,55.4,1.0,ford
5434, EcoSport,2017,Manual,11955,Petrol,150,52.3,1.0,ford
3210, Focus,2019,Manual,9010,Petrol,145,60.1,1.0,ford
5774, C-HR,2018,Automatic,7733,Hybrid,135,74.3,1.8,toyota
17391, KA,2019,Manual,6000,Petrol,145,47.9,1.2,ford
8811, 3 Series,2014,Automatic,44900,Diesel,125,58.9,2.0,bmw
9871, Polo,2015,Manual,22815,Petrol,20,60.1,1.2,vw
9386, Fiesta,2018,Semi-Auto,33399,Petrol,145,54.3,1.0,ford
5592, C Class,2018,Semi-Auto,15750,Petrol,145,48.7,2.0,mercedes
3724, E Class,2019,Automatic,5000,Diesel,145,45.6,2.0,mercedes
8684, EcoSport,2018,Manual,7310,Petrol,145,54.3,1.0,ford
10876, Tiguan,2019,Automatic,3000,Diesel,145,46.3,2.0,vw
2741, Karoq,2019,Automatic,3409,Petrol,145,40.9,1.0,skoda
15760, Kuga,2017,Manual,10580,Diesel,30,64.2,1.5,ford
4057, Kodiaq,2019,Automatic,4254,Petrol,145,36.7,1.5,skoda
1714, Golf,2017,Manual,19467,Diesel,30,60.1,2.0,vw
5815, A3,2016,Manual,21114,Petrol,20,60.1,1.0,audi
4580, 5 Series,2020,Semi-Auto,1501,Hybrid,145,49.6,2.0,bmw
4255, Golf,2019,Manual,11170,Diesel,145,57.7,1.6,vw
3522, Golf,2019,Manual,2500,Diesel,145,57.7,1.6,vw
9911, C Class,2016,Manual,17097,Diesel,30,65.7,2.1,mercedes
6402, Q2,2019,Automatic,9000,Petrol,145,33.2,2.0,audi
2269, A Class,2013,Semi-Auto,43292,Diesel,30,65.7,1.8,mercedes
13064, Scirocco,2017,Manual,24481,Diesel,150,55.4,2.0,vw
389, Octavia,2018,Manual,13730,Diesel,145,67.3,1.6,skoda
7684, 3 Series,2014,Manual,61000,Diesel,125,60.1,2.0,bmw
3845, Aygo,2019,Manual,2417,Petrol,145,57.7,1.0,toyota
10462, EcoSport,2018,Manual,1090,Petrol,145,54.3,1.0,ford
6323, A3,2017,Manual,21400,Petrol,145,60.1,1.0,audi
12367, Up,2019,Manual,3321,Petrol,145,54.3,1.0,vw
3178, Focus,2017,Manual,18899,Petrol,145,60.1,1.0,ford
2216, Focus,2013,Manual,30869,Diesel,20,67.3,1.6,ford
12466, E Class,2018,Automatic,31165,Diesel,150,72.4,2.0,mercedes
17112, Kuga,2015,Manual,52990,Diesel,125,60.1,2.0,ford
14703, Golf SV,2014,Manual,51000,Petrol,30,55.4,1.4,vw
4839, Golf,2014,Automatic,67000,Diesel,20,72.4,1.6,vw
3905, Octavia,2019,Manual,11056,Petrol,145,55.4,1.5,skoda
1685, Yaris,2013,Manual,42741,Petrol,125,51.4,1.3,toyota
10665, Tiguan,2019,Automatic,11,Diesel,145,39.2,2.0,vw
5035, Golf,2016,Manual,50478,Diesel,0,74.3,1.6,vw
46, Karoq,2019,Automatic,5347,Petrol,145,33.2,2.0,skoda
11824, Tiguan,2017,Manual,20400,Petrol,150,48.7,1.4,vw
1196, B Class,2019,Semi-Auto,1928,Diesel,145,55.4,2.0,mercedes
14198, Fiesta,2014,Manual,26219,Petrol,30,54.3,1.2,ford
8027, A Class,2019,Semi-Auto,350,Diesel,145,56.5,2.0,mercedes
12012, Sharan,2019,Semi-Auto,4323,Diesel,145,40.9,2.0,vw
8947, Fiesta,2018,Manual,9575,Petrol,145,64.2,1.1,ford
1486, X3,2019,Automatic,4997,Petrol,145,30.4,2.0,bmw
8695, Fiesta,2018,Manual,25367,Petrol,145,58.9,1.0,ford
2165, Golf,2017,Semi-Auto,34162,Diesel,125,58.9,2.0,vw
10868, C Class,2018,Automatic,11626,Diesel,145,67.3,2.1,mercedes
11511, Tiguan,2017,Manual,22200,Diesel,145,50.4,2.0,vw
1100, Fiesta,2019,Manual,13505,Petrol,150,58.9,1.0,ford
4987, X3,2019,Automatic,3800,Diesel,145,54.3,2.0,bmw
4840, X1,2019,Manual,3991,Petrol,145,51.4,1.5,bmw
3826, 4 Series,2017,Semi-Auto,13191,Diesel,145,65.7,2.0,bmw
5598, A Class,2019,Automatic,2245,Petrol,145,28.5,1.3,mercedes
13729, Touareg,2019,Semi-Auto,6000,Diesel,145,34.9,3.0,vw
9838, Z4,2004,Manual,39000,Petrol,330,31.0,3.0,bmw
1265, Kuga,2017,Manual,15707,Diesel,145,64.2,1.5,ford
2651, Yaris,2017,Manual,19694,Petrol,145,58.9,1.5,toyota
7222, Polo,2015,Manual,41674,Petrol,20,60.1,1.2,vw
4412, Galaxy,2017,Manual,28310,Diesel,125,56.5,2.0,ford
2220, Fiesta,2018,Manual,15292,Petrol,150,40.3,1.5,ford
1292, Yaris,2020,Automatic,1910,Hybrid,135,76.3,1.5,toyota
2130, TT,2015,Manual,31208,Petrol,150,47.9,2.0,audi
12244, Up,2019,Manual,9999,Petrol,145,55.4,1.0,vw
355, 3 Series,2017,Semi-Auto,43362,Diesel,145,56.5,3.0,bmw
828, A Class,2019,Manual,8428,Petrol,145,28.5,1.3,mercedes
7233, Polo,2016,Manual,42317,Petrol,20,61.4,1.4,vw
11897, Sharan,2019,Manual,19,Diesel,145,43.5,2.0,vw
6177, Q5,2018,Semi-Auto,21357,Diesel,150,55.4,2.0,audi
11402, C Class,2017,Automatic,18075,Petrol,145,35.3,3.0,mercedes
7965, Focus,2017,Manual,16519,Petrol,145,41.5,2.0,ford
2153, Q5,2016,Semi-Auto,28931,Diesel,205,47.9,2.0,audi
4552, Q3,2019,Manual,5999,Petrol,145,40.9,1.5,audi
648, Focus,2015,Manual,36462,Petrol,20,60.1,1.0,ford
1101, GLE Class,2017,Semi-Auto,37610,Diesel,150,42.8,3.0,mercedes
10677, Tiguan,2019,Semi-Auto,9037,Diesel,145,39.8,2.0,vw
11081, GL Class,2018,Automatic,13820,Diesel,145,56.5,2.1,mercedes
12721, Focus,2013,Manual,56230,Petrol,20,58.9,1.0,ford
13431, Mustang,2019,Semi-Auto,756,Petrol,150,22.6,5.0,ford
14466, Golf SV,2020,Semi-Auto,10,Petrol,145,42.8,1.5,vw
11470, A Class,2018,Automatic,10979,Diesel,145,65.7,1.5,mercedes
5392, E Class,2018,Automatic,27459,Diesel,145,72.4,2.0,mercedes
3279, EcoSport,2017,Manual,6245,Petrol,125,53.3,1.0,ford
7456, 3 Series,2016,Automatic,48000,Other,0,134.5,2.0,bmw
11233, Tiguan,2018,Semi-Auto,13727,Diesel,145,45.6,2.0,vw
1163, Q8,2019,Automatic,6878,Diesel,145,32.8,3.0,audi
1828, X1,2019,Semi-Auto,3646,Petrol,145,48.7,2.0,bmw
8613, TT,2018,Manual,14755,Diesel,150,60.1,2.0,audi
7832, A1,2017,Manual,37746,Petrol,30,55.4,1.4,audi
5349, Aygo,2012,Manual,25919,Petrol,0,65.7,1.0,toyota
3436, Auris,2015,Automatic,27908,Hybrid,0,70.6,1.8,toyota
12940, SL CLASS,2016,Automatic,21505,Diesel,30,70.6,2.1,mercedes
9197, E Class,2017,Automatic,14021,Diesel,145,65.7,2.0,mercedes
13100, Scirocco,2016,Semi-Auto,25584,Diesel,30,57.6,2.0,vw
17040, Fiesta,2017,Manual,7824,Petrol,145,65.7,1.0,ford
8168, A Class,2019,Manual,1077,Petrol,145,47.1,1.3,mercedes
955, X4,2019,Semi-Auto,4231,Diesel,150,42.8,2.0,bmw
13723, Touareg,2019,Automatic,25,Diesel,145,34.9,3.0,vw
11873, Sharan,2018,Manual,17291,Diesel,145,43.5,2.0,vw
7764, Q7,2019,Automatic,8917,Diesel,145,32.1,3.0,audi
991, Yaris,2017,Manual,30419,Petrol,30,58.0,1.3,toyota
9176, Polo,2017,Manual,27565,Petrol,145,60.1,1.2,vw
9829, Polo,2016,Manual,30776,Petrol,20,60.1,1.0,vw
1403, GLA Class,2017,Semi-Auto,40316,Diesel,30,64.2,2.1,mercedes
1976, 5 Series,2015,Automatic,41075,Diesel,30,62.8,2.0,bmw
12177, Up,2016,Manual,21462,Petrol,20,64.2,1.0,vw
9690, Focus,2017,Manual,7390,Petrol,145,41.5,2.0,ford
15132, Caddy Life,2017,Manual,15986,Diesel,145,60.1,2.0,vw
401, Fiesta,2019,Semi-Auto,1434,Petrol,150,48.7,1.0,ford
6324, 3 Series,2018,Semi-Auto,17101,Petrol,150,48.7,2.0,bmw
8392, E Class,2016,Semi-Auto,30209,Diesel,30,65.7,2.0,mercedes
8017, A1,2017,Manual,41427,Diesel,0,76.3,1.6,audi
2537, Focus,2019,Automatic,11256,Petrol,145,51.4,1.0,ford
592, T-Roc,2019,Manual,150,Diesel,150,50.4,2.0,vw
8123, A8,2013,Automatic,43903,Diesel,235,44.1,3.0,audi
12567, C Class,2015,Automatic,47392,Diesel,145,53.3,2.1,mercedes
1471, X-CLASS,2019,Automatic,303,Diesel,265,31.4,3.0,mercedes
6737, E Class,2017,Semi-Auto,19228,Diesel,145,65.7,2.0,mercedes
8620, EcoSport,2018,Manual,4352,Petrol,145,54.3,1.0,ford
10219, A4,2016,Automatic,56000,Diesel,125,60.1,3.0,audi
2377, C-MAX,2017,Manual,41460,Petrol,30,55.4,1.0,ford
9266, Polo,2020,Manual,1968,Petrol,145,47.9,1.0,vw
2632, Kuga,2015,Manual,46032,Diesel,125,60.1,2.0,ford
5745, Q7,2019,Automatic,8206,Diesel,145,32.8,3.0,audi
4540, Q3,2017,Manual,18937,Petrol,145,49.6,1.4,audi
5581, Q3,2016,Automatic,22226,Petrol,200,40.4,2.0,audi
9447, B Class,2019,Semi-Auto,14206,Petrol,145,45.6,1.3,mercedes
5128, EcoSport,2017,Manual,23092,Petrol,150,52.3,1.0,ford
10485, Q5,2020,Automatic,2500,Petrol,145,32.1,2.0,audi
4176, E Class,2016,Semi-Auto,40184,Diesel,30,65.7,2.0,mercedes
10993, Tiguan,2020,Semi-Auto,9,Petrol,145,30.1,2.0,vw
4205, A4,2019,Automatic,5000,Diesel,145,45.6,2.0,audi
5350, 2 Series,2019,Semi-Auto,6418,Petrol,145,47.9,2.0,bmw
7764, Fiesta,2018,Manual,25180,Petrol,145,56.5,1.0,ford
6302, Passat,2016,Manual,104000,Diesel,20,67.3,2.0,vw
4896, Kuga,2017,Manual,22435,Diesel,150,54.3,2.0,ford
3483, A8,2015,Automatic,40275,Diesel,200,47.9,3.0,audi
7191, C Class,2019,Semi-Auto,13359,Petrol,145,46.3,1.5,mercedes
338, Superb,2020,Semi-Auto,150,Diesel,145,47.1,2.0,skoda
4240, C-MAX,2017,Manual,31743,Diesel,20,68.9,1.5,ford
10375, X5,2016,Automatic,35499,Diesel,200,47.1,3.0,bmw
2525, Q5,2016,Semi-Auto,34821,Diesel,200,47.1,2.0,audi
11777, C Class,2018,Automatic,10945,Diesel,145,61.4,2.0,mercedes
3647, Golf,2019,Automatic,6000,Petrol,145,44.8,1.5,vw
5036, A1,2019,Manual,2348,Petrol,145,50.4,1.0,audi
