,price
8168,25299
955,33998
13723,35990
11873,22650
7764,56990
991,8995
9176,10600
9829,8595
1403,17495
1976,14160
12177,7995
9690,18777
15132,14990
401,17298
6324,20999
8392,21749
8017,11842
2537,16598
592,22995
8123,15316
12567,10200
1471,37891
6737,22499
8620,14690
10219,18950
2377,10298
9266,14950
2632,10441
5745,51950
4540,19750
5581,20994
9447,21599
5128,8691
10485,38500
4176,18280
10993,35480
4205,31000
5350,20950
7764,10600
6302,9292
4896,15200
3483,17591
7191,19899
338,31736
4240,10698
10375,31790
2525,21495
11777,23899
3647,20990
5036,19990
322,21690
5459,133900
5653,28490
6766,8600
518,21990
2786,20260
4032,14295
4595,11995
14132,14498
4370,26995
7335,16499
10326,25250
1744,9998
13532,26998
17448,5880
15501,10700
10131,8990
1311,11500
4774,19490
4434,20000
100,11489
10326,27698
2621,9000
11296,15899
2484,24306
4427,24725
10228,22495
23,19000
1018,27850
2411,19230
7237,9040
306,8498
7720,9999
4204,9295
1690,8491
6633,9380
11270,16679
3238,16499
2195,17498
14087,26690
10601,11180
5992,20485
3399,14995
3648,14990
4174,11495
14001,30950
11078,16499
12962,25500
10871,25500
4987,45980
4002,15990
1209,16998
1172,12495
8949,37899
8235,12695
5273,17499
6648,13000
11245,15695
1192,57995
12656,27890
5164,26139
6692,13900
1761,17990
486,12498
3710,7498
2306,10300
3531,16990
5804,13995
2338,50980
5301,13499
5549,9400
10719,21212
5064,21085
12613,28450
5121,7491
2729,16401
1757,9491
7394,37500
7867,24495
11616,8000
6888,25589
7841,16800
7300,24399
5658,31990
8507,9500
4912,7796
6498,23995
799,8498
7595,9990
4079,17495
10424,18000
14868,30895
7753,20299
17031,6995
1184,17250
17195,11295
2779,10990
3900,7695
12,15500
14620,18490
1161,18660
5168,32980
4128,13995
3959,17800
3773,11999
7135,52995
13515,21180
9655,9489
10951,14313
11817,15799
4900,19980
3980,33580
9195,11199
653,16998
1781,13499
4846,23850
10318,15420
14595,8244
425,11998
8231,27299
6236,18480
12221,9300
2650,13219
12915,6795
17277,8975
9906,16267
6814,10891
153,16995
9857,9199
100,15900
10346,12200
15730,16489
1136,16390
130,27495
4748,15990
2105,9990
8,139948
1149,8995
11358,16995
16990,13651
3694,25993
14939,16998
4283,17495
2048,7698
13273,11500
12637,38444
11654,13000
13988,19750
315,11903
5565,10000
4907,22980
12414,18400
13903,29995
5421,7490
16816,2799
3879,11998
721,7990
13226,16995
6222,10210
2307,31450
12174,14500
17435,9750
178,10998
5006,19985
9712,12199
8623,26049
5425,28900
5337,15950
5140,63995
5640,6690
6482,8490
5004,10899
3900,16691
4435,9991
2365,15382
1695,9798
4967,21500
11253,17295
2117,16950
1254,17398
2761,25775
4150,24999
4090,9870
10125,11950
2963,22365
8900,22999
5191,21500
4003,8995
10011,16495
5917,22000
1323,19890
3429,7695
10142,19900
5755,14150
4083,22000
16038,9795
7885,8722
5,31895
3317,48255
2623,6495
17264,14295
1886,10595
8900,13750
14598,16195
885,12498
4781,6990
2601,15998
8249,9193
2130,11750
2423,22498
11630,17990
683,27295
8736,10990
5585,4295
4816,28990
6342,19445
4939,12595
7249,18400
5638,22990
10990,19690
15020,22000
8511,23299
8355,14999
5711,22000
4125,7795
10532,22480
2640,23980
7854,29995
9934,8689
11220,9799
6270,15791
11904,14250
1405,27440
7933,17000
426,31995
4066,25991
14649,10292
8737,140319
1085,24496
8122,9750
4069,27000
7183,8989
4194,10000
14987,7985
10195,18491
6244,16490
8555,12000
7873,28124
6435,10990
4446,15990
15857,6499
4763,21200
5878,31280
2603,19902
2457,10500
6477,20450
4692,21998
9956,15789
5231,6491
2033,45995
7110,17271
4782,7234
553,23998
3508,11793
9350,18749
166,14495
2178,15395
8902,12700
6123,34990
2164,12550
1020,31990
3090,16900
3282,12995
5728,16795
17273,14450
6076,15999
3627,17895
10449,29000
6865,11698
1984,12995
6083,29595
1758,16000
13160,16250
1907,11895
6811,10590
2301,15298
2271,12795
4450,7950
3107,12095
14141,14989
2751,21890
6400,8499
9185,11500
4472,11759
6394,8495
8822,28999
7221,20875
7700,13600
9604,11689
10557,12900
540,14995
5241,9490
14987,13499
10307,12000
4558,22990
13533,42498
5380,11100
959,22991
6145,15995
13003,15600
3030,11991
1175,30491
8155,9701
9042,17000
2881,21750
8947,9395
4477,26990
617,9690
10335,8990
103,26250
4721,12495
2696,12995
10748,16000
6170,53870
3283,21980
14432,9699
4226,32980
9851,20000
6793,18450
2377,24690
6198,29995
1349,39990
6061,15400
7769,12998
12902,8000
968,12598
13617,43199
4412,26850
3055,13000
2916,11985
5008,17995
3570,23995
4905,30980
6909,16698
11934,22511
9102,8554
844,10990
4331,8400
2639,13495
3772,24980
1557,10998
10450,38500
966,10998
1730,35980
1669,14000
11923,14995
6124,13799
4361,6500
13626,20980
163,11400
6120,25374
2520,17595
9273,6722
2645,36995
4576,6890
6022,14780
11073,13880
3312,7798
8499,79299
1515,13750
14862,17995
519,9998
2016,21104
4600,8997
4793,10498
3311,11999
6670,27299
7090,7298
12481,15400
6237,12490
6803,19490
10981,13799
10527,10500
10613,28250
10178,13491
5472,8995
2364,15921
10225,14250
1801,18450
11159,14000
3743,20980
9472,8600
3432,25990
2679,15981
7877,14415
7360,8110
10486,19995
8761,30209
5396,21182
300,11998
7236,52875
4607,27500
10558,10590
13687,9400
3282,27005
15517,14000
14017,11990
1699,11995
5069,21490
5780,19495
5909,16775
3997,18216
14411,2795
5171,9991
9055,26799
7069,31495
7011,9698
8556,11990
256,29136
9070,25999
10978,26990
766,24498
9745,13610
1960,20965
8139,10440
11102,18500
9667,12500
14479,7890
12935,10990
13007,13661
12429,4995
6646,23399
10282,13500
863,14995
13655,20950
5429,12000
9042,11861
1913,9527
5295,17495
1212,6280
965,13500
5628,22490
9181,11000
5942,16932
3286,13200
9543,2675
10657,29970
10201,13889
4770,24401
12711,9490
2445,9282
3752,18480
17,12998
9288,10400
491,13290
1422,9490
5645,17490
16333,21999
11518,19200
5757,7800
8284,11999
3990,30732
1289,22880
13486,28999
340,30998
8300,9495
2528,11992
9097,25488
596,20795
9343,25000
2731,9990
5281,7399
12387,10800
1374,10300
4807,11499
14285,15690
10715,26495
5886,21995
5731,17998
761,45990
3708,21791
35,12300
8232,26799
11995,8700
3712,21272
14990,17299
4702,7995
14442,6940
4059,5521
10365,13800
6215,8470
2672,12495
4208,41900
3364,16995
13001,47990
3258,16091
2058,7999
5062,7099
5234,8391
11162,23750
121,12100
2955,20875
463,23500
1767,17992
7614,10990
11247,18295
7998,7991
470,22991
1768,13342
1922,12995
2500,32990
8407,8250
9971,9295
7172,20900
2135,4999
4804,11995
4859,12695
2205,12995
6599,6700
8370,12390
14816,26880
15645,16800
15068,8250
10949,14827
9816,16490
16989,9450
6347,9670
10897,4395
5705,12499
5017,20990
3458,16750
4606,21495
1630,22096
2056,7750
6431,22406
1026,18991
11824,16499
11301,14999
7597,27637
4013,18990
5731,51500
4569,12025
4551,25890
89,24995
3529,15500
98,18498
6560,28494
6924,28397
7744,51990
11253,12199
4957,18950
899,8998
952,15998
9948,12889
6324,32499
9441,49879
4381,13680
7849,10291
7457,18250
4589,21490
6639,25488
3922,30995
4344,10495
7578,20844
4870,7495
2429,10994
416,9250
3124,11995
3021,28700
142,20498
2915,6930
7848,14923
4766,51950
5904,36222
7457,31490
6374,7900
2610,10491
9363,19445
2352,11980
17477,10500
13541,46698
9843,18795
2741,18750
3305,11990
4528,7395
16821,4999
9461,9299
1018,14991
10248,8600
110,17491
11043,14792
2921,25480
8226,17940
2647,125796
6829,32995
3966,21502
5073,10691
3287,24990
8693,18000
4860,16500
4736,6490
16478,9999
8643,22950
8880,10380
624,12998
5308,6900
682,21998
1,15995
5514,12200
10761,19600
9746,20250
9448,11410
9010,12914
9537,16000
2441,25780
10925,16987
442,27990
8281,22900
6691,26500
976,22490
6452,15995
12913,9100
1369,12000
3305,28750
3470,15490
10361,14000
3846,12290
15751,15489
17578,16000
9026,14290
10697,10795
9561,28838
10081,12195
5987,13782
960,19991
6027,22200
17050,6999
870,21288
7491,13999
129,10000
4229,24999
1085,13498
5361,19660
1117,11298
9886,16400
16461,11495
8994,30299
661,28995
2394,16490
5219,13591
8815,27000
11270,13899
9849,4495
1173,9550
2924,20875
61,9290
5387,25000
8499,24300
12629,20444
2802,17490
3366,13950
6381,11199
10322,24998
6998,45840
3674,14495
46,28524
14725,28998
5262,27950
939,10398
8368,13089
6430,16875
4423,16998
13148,12995
9007,10800
4480,31980
16763,11199
14171,17499
8451,27989
4670,10295
5679,34990
9203,21988
2703,7999
10436,16990
11260,19499
6220,29390
8098,19400
359,27000
4665,18550
4364,24999
1546,22553
4507,17790
8657,22950
6101,14745
12248,10355
12589,20800
8970,19750
8694,17600
10000,17130
13971,29750
271,22485
3435,17998
7367,9499
6566,16999
12876,20900
662,19990
1746,30998
3180,30980
6072,7500
12466,18000
11423,11975
5035,11750
12165,17900
2223,9495
3829,19990
1130,8295
6771,34995
2578,16990
14550,5492
1295,15698
1972,12490
1860,9990
15709,3399
5934,16862
8575,12990
6293,49890
3015,28985
11297,16995
4166,16177
5330,23950
10428,11995
401,24070
16741,8799
3700,12860
8828,7795
12878,24900
5088,15999
968,16490
5995,24995
14100,10490
210,23995
1125,11495
200,18298
201,28000
4190,17000
819,14750
9128,16999
10877,10499
2716,11802
2330,32999
5331,10700
9287,11999
11541,13200
3881,10390
1147,19940
5228,25950
10980,7999
3620,16750
8515,19460
4669,59990
6522,13495
5696,4695
4466,15249
2700,13995
851,14495
12502,4330
250,18991
4563,52995
5946,17520
3916,7695
1621,5350
5664,30950
923,17990
9517,23990
183,29498
1328,16998
7406,9495
6506,27995
9732,17490
6986,16695
3515,41999
1140,17698
6893,6298
7015,24649
10144,43950
7985,12850
3098,15990
1893,9995
4786,16995
10149,16495
3450,19991
2053,22980
6812,19994
1981,39995
8930,34199
5250,6200
3738,9550
8123,19799
9556,13950
14172,11590
616,23995
3389,15800
10615,17771
1596,9990
14370,17423
3759,9495
8704,11000
8041,17699
2297,17995
6538,14995
6185,12990
2265,27495
2833,13699
1577,16495
11692,17990
12611,10000
7930,20999
3681,74980
6908,32989
12326,16000
5800,28140
8360,14999
11696,24750
824,13990
3092,13998
8697,13000
4969,19990
7330,10995
7970,29699
182,20199
11465,16499
13972,24495
7584,12500
2557,6995
1720,29999
11712,24249
9243,11291
2208,17750
7257,25990
10505,16999
10904,9000
1768,8698
2982,26450
11871,8599
9371,24499
599,20999
9648,9700
7129,21950
4837,13498
4027,17761
1603,18991
13219,18450
1622,6995
14201,24307
350,13498
533,9998
13708,10490
3685,7998
6287,25900
15819,13890
5568,28982
9994,12995
2182,24250
3002,12990
9391,4995
2670,15500
1211,7698
1634,7991
11073,9980
1247,19498
8235,5995
10577,31000
3295,15990
13728,46990
8046,21399
5397,25000
6707,18500
10007,6295
3580,7240
3445,13498
9316,25559
11748,9750
8649,12990
4056,32995
73,22500
14107,16995
4942,17499
3558,18990
861,7995
3882,6950
9794,10999
7771,7961
3339,27900
2790,13995
4469,16990
2448,19000
5510,7000
13421,9500
3086,6990
7805,10760
6065,7260
1899,11745
869,7998
4100,35991
11670,8000
10281,25998
5089,31990
2501,20840
3080,7750
5894,26450
6864,20295
4806,8389
6083,7500
3726,14750
588,9350
1231,11000
2412,16998
4621,12295
6833,18499
4376,17800
8672,10350
2348,10250
3402,22995
16869,5795
13481,4499
7545,24988
12185,20995
4547,6220
2311,13454
3811,20190
1384,3998
6063,35200
4468,53990
140,12995
1808,13547
1256,15998
12221,5460
8721,13800
5887,29999
3793,27790
8012,9495
3708,6580
3573,12391
2299,24890
1488,12691
2141,8250
8293,10399
14796,22999
16878,3000
2116,8499
5543,28500
5938,20695
3943,6995
6431,38949
1252,30998
1082,5698
2763,25950
6646,17875
2259,9995
17865,10999
6268,19900
8871,10272
9443,11999
13714,13990
1140,10491
8684,19290
6713,47193
5234,7200
4319,44320
4383,8760
13120,13963
4200,33995
6038,25000
1513,22491
6430,14995
6373,29982
15288,9489
1424,36989
3616,5550
6092,2750
10674,24998
5171,7397
5359,6450
287,18498
17522,10500
190,18498
7006,23702
953,15995
8893,14995
2478,20990
3210,18997
3101,18495
9817,9995
14002,16500
8659,31299
3717,18980
58,11599
5575,19950
4311,20900
7831,47995
3751,14999
7186,24400
14350,14995
9807,19999
17607,11495
5431,23900
5929,21326
9335,15989
5122,24124
14552,19072
4831,56990
4293,27200
9194,39990
9893,10505
10001,43000
7976,11990
3128,30000
13294,28500
12994,15900
14138,12999
9172,7200
1400,18798
9063,20000
2856,26000
7147,29995
14560,7299
17815,19999
9930,13780
915,20790
3497,11699
17634,9800
7038,15591
8805,23000
2739,9495
5022,24780
8538,11000
2385,21000
2046,16831
10709,24500
469,5489
337,20912
4428,7990
16616,7499
6242,7295
6382,27180
14439,5949
9967,24500
721,17998
9005,20400
4666,14997
3037,16295
16909,7290
3875,17490
5242,18980
47,17102
8670,8395
9132,12999
5105,9995
12219,12000
3081,13995
3561,8295
13392,40980
13608,19950
14696,8950
3299,23000
905,26000
4909,19990
5400,26385
8362,14999
5680,34995
2546,24990
3479,19790
4702,29082
7467,28799
11896,12000
9699,17450
2786,9950
4866,14495
2883,9495
4429,24250
7111,28995
957,6443
4420,26682
1169,24690
5790,15000
11819,15200
5056,6995
3046,15495
4335,5991
11955,35480
15039,10965
12810,20490
9170,22490
5765,10699
7173,20149
10652,11995
4566,24990
4728,6720
5937,15290
11921,8990
1255,16998
6954,18425
9715,11000
11484,23499
1734,10998
8261,11490
10608,9279
6886,24990
1665,12990
2744,44790
5869,27720
1823,19995
4571,12940
6690,29249
656,8998
6725,5795
5968,11400
14455,12000
5091,2775
6214,25890
5142,7891
9294,16497
2912,11980
4635,13999
1407,28500
5030,30995
880,21591
14792,5299
5000,27480
12171,14990
11048,15498
4877,16300
4160,24998
7404,3495
5866,32500
10244,22900
5056,25995
3318,22250
3214,37980
1417,12690
6444,8460
1869,17840
8477,10000
7972,62799
12828,3990
12609,22646
14280,19223
450,18390
2476,16704
9536,14700
3317,18245
1996,12250
1657,67600
4031,14495
5133,6700
4756,32000
13013,17995
1465,6600
6777,25389
3889,10000
1435,17995
3475,22990
7716,29000
13306,7200
4538,13999
3525,26491
11026,14999
6738,17000
6262,22950
8166,18340
9073,11990
13687,35990
205,18232
8335,9615
7786,27750
9915,12995
1781,23535
56,25121
13874,26995
3087,29480
5516,7100
4343,19990
6479,15490
5354,14800
3084,46426
6466,37750
4026,8490
1204,5180
10671,11495
10724,10999
1444,6995
6609,26394
6251,9495
5656,17500
6495,16450
2106,12926
483,14995
1282,11995
2703,13969
8428,8500
41,11400
8584,32999
4653,16699
1986,11998
8049,18500
12346,7950
3336,25980
4679,23411
6883,25599
9981,31495
3989,7500
2601,14700
9523,10900
4584,32995
2825,14750
7082,31500
954,20299
13906,32399
5792,20450
9280,9600
3326,15495
10326,10700
5977,20995
8267,14250
9332,11500
9138,35099
10264,9795
9312,35490
234,22050
6179,11999
7467,15200
9580,14995
3402,17480
6429,17490
3418,11599
8643,25879
1954,19497
9773,13490
8760,16000
6607,22498
90,10150
1340,8995
2563,30850
4783,16991
6535,13491
2349,16690
7622,12792
5706,20998
5193,20000
815,38580
4173,22000
6728,20232
14352,17991
5148,20490
4306,11490
1707,13999
2035,11995
4955,23980
3875,20440
12849,26500
845,21998
2735,8990
5345,21950
263,21490
15991,13999
9960,14799
10129,27995
6601,28450
5369,16889
3062,18000
10688,21012
8593,11950
8484,10620
3500,15500
2414,20094
1292,19991
8700,10800
3531,18250
12674,9490
1721,17498
4352,8495
969,55499
4218,49000
5824,25000
7729,10995
6841,34849
11177,15299
4215,12995
8516,27950
6060,17900
14050,8490
15041,11495
5811,17500
3088,18182
5581,9050
14381,11899
4819,27591
3817,29357
4343,20995
11329,26493
2914,8685
8471,41699
1992,15995
4687,27950
12435,5995
4361,7991
1184,19191
5613,19495
981,13998
1851,7930
7351,23685
12755,12299
348,14495
7600,40000
74,11100
238,22514
5798,38990
5446,18500
11600,20699
2884,10990
6052,8740
4206,23999
3551,6800
6355,6724
117,22596
17532,4999
12816,9220
10670,23499
275,51000
169,9998
5829,32600
15626,7000
12798,26590
15260,14200
1066,10460
3465,14499
3388,12985
12744,8850
3173,17950
8322,34999
8680,14490
895,10990
9256,9200
15283,7349
341,29500
2175,19070
2552,12285
8740,19600
8799,18500
11648,24399
10786,17940
6689,33972
4274,19676
13682,47990
10449,17999
14249,8999
3098,16998
12955,7420
8298,15717
8539,10499
6054,20942
17949,16500
6234,23450
15116,14000
10236,23995
5229,13790
5993,23495
8341,18299
8514,9190
5059,17995
6428,24356
3937,10997
1958,72430
5989,10990
2077,17950
1010,7698
7475,19895
2721,16200
7552,19444
380,17551
4471,6999
1999,14331
7233,25990
2539,23995
2278,8795
159,10995
6667,18990
3955,20780
996,29990
3408,11495
5961,7795
3739,21000
14549,24995
10240,17999
4460,14450
12733,25644
264,31985
1394,17700
10182,27998
846,23995
11633,15990
401,20998
12981,23999
524,21500
4509,11995
2912,18991
5404,19300
14654,18490
10746,20700
17588,8400
10463,14130
1528,8600
5217,24990
11818,20450
12917,17808
13452,54994
3437,15475
10021,18249
5719,16498
9370,35990
3032,17990
253,12498
2114,42990
17494,2400
6041,28990
1253,19097
5271,14000
8454,15000
9263,10449
5118,11650
2970,19995
5510,29995
5036,12498
5463,14000
11120,14295
1120,10780
1075,11991
6322,35000
5292,39000
2351,11300
785,12998
5762,16891
9493,16500
5138,11199
2869,19346
1879,22698
15613,7800
1403,20998
1585,20990
5416,31000
7845,32000
13771,14171
93,20990
9499,18495
1057,11498
8976,11675
1785,16342
12692,11520
13923,25000
2694,10099
12833,5799
5320,14732
5506,10291
4675,32305
4394,17790
2230,26695
2124,20911
1859,13295
11263,27999
7563,56499
11320,15699
10694,12900
4562,29989
2347,34640
7067,29995
4476,20480
12109,16490
14262,5999
8522,8890
2441,18990
9692,10950
9820,15199
17302,11495
7754,13691
7066,13890
1939,11995
5360,12340
7090,8791
7562,15850
12760,12500
3806,12000
8518,19950
17108,12950
9984,9000
9347,20349
8747,19290
816,15498
5903,17131
5167,14494
1146,9998
13983,23990
10425,10560
12392,17000
2687,13498
8393,32849
2527,13495
2483,23816
6471,30444
2655,10995
9231,11485
3675,17000
9606,18900
7852,15990
2584,19990
2896,29980
10055,57000
3073,9988
3032,26980
7976,18480
2235,17990
6202,20599
16474,11463
7037,30150
5433,12831
16182,9995
628,22346
7041,13995
5323,6478
7753,12156
6979,12995
12978,25440
2302,47980
280,37998
9005,15999
7956,34099
8768,25000
5158,16991
2710,14998
7403,8995
13868,22995
1152,10490
747,22000
2519,19000
3066,9995
11099,10799
10445,17995
6236,18250
8426,11762
11748,9995
12400,28000
4796,25980
8556,18800
12680,13999
7179,36900
3860,25490
7639,10292
17519,9600
11076,5499
6291,24495
5726,21989
1193,8795
9853,15990
761,4995
815,11798
10866,16199
3033,34256
3797,31450
9422,11495
1402,22646
44,23500
1852,18980
1732,10498
395,10698
2775,27275
2898,39881
10065,25000
4354,8291
3019,16490
10647,22000
8962,6000
12065,22500
5384,17000
4133,12999
9661,19799
10047,19998
382,19490
6214,20995
651,36995
2824,14950
6567,18299
10281,14450
5745,8199
8935,8900
10315,18200
67,11000
8841,9602
8374,18000
5916,10995
11999,17250
7800,28950
350,11298
2873,11475
3866,16498
8161,17300
5143,8998
4706,11950
8620,23450
798,10990
2637,19392
3750,4320
9018,13350
15030,13300
5098,14038
8888,9795
8784,23849
1177,11000
6300,35750
1272,14040
12313,16700
3801,11690
15160,10200
16282,3995
685,18995
8617,30099
6665,31495
6205,12370
8562,14990
10077,10495
7238,21875
8023,17400
4109,28790
10030,11750
10168,24400
9423,11750
7559,29995
6081,15981
502,11995
17471,6250
13319,17500
10797,25900
13293,13000
10537,13798
1780,27500
7903,14000
10299,16500
8404,21430
8838,9950
1929,49623
9572,19450
3012,20798
4794,13000
12199,6795
5266,16800
4595,12950
274,18000
3000,8998
1328,35400
1186,17495
8399,6500
1446,11995
9427,11300
5724,12498
6282,19390
9615,18975
10231,12299
6520,18485
2275,15965
8544,17499
8722,8995
9234,25490
11853,25995
13022,8590
5736,47995
4337,19450
4432,47980
5534,6550
7032,11299
10908,24900
4192,10998
8011,13998
7187,6690
2827,29890
1627,13888
8435,26349
6406,7795
4103,17290
12111,19900
327,16498
4535,32500
13646,15900
9175,19995
7004,10999
11217,15939
6062,40900
766,19995
6499,26995
5636,31990
3594,17390
6239,23499
2148,16172
